"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","synth_buffer.time_synthesize_long",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.test_if_closed",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.match_void",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:35 GMT 2024","46000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b1_equal_chain",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bchain_comp",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.g1_docs",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e1_kb_write",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:35 GMT 2024","46000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.space_intersection_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b4_nondeterm",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.sequential_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.intersection_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.string-tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.add_atom_match",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c2_spaces",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.call_cleanup_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","quick.f1_imports",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.flip_test",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.factorial",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.nalifier",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.multifunction",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.02-curried-plus",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.06_match_in_space",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.letlet",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","quick.d2_higherfunc",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.limit_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.comma_is_not_special",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.debug_mettalogTestCurried",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.types",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.f1_moduleA",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.subtraction_test",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c1_grounded_basic",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d2_higherfunc",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.first_answer",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-wam-issue-116.test_spo_100",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.03-soring-via-insert",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:30 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.represent_and_parse_tests",""
"failed","Wed Oct 23 19:44:49 GMT 2024","Wed Oct 23 19:45:31 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.and_or",""
