"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 11 23:13:01 GMT 2024","Fri Oct 11 23:13:01 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","FUNCTIONAL-PROGRAMMING-TESTS.04",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","2","","QUICK","","QUICK","","F1-MODULEA.04",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","1","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.08",""
"passed","Fri Oct 11 23:05:33 GMT 2024","Fri Oct 11 23:05:42 GMT 2024","9000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bc_comp",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C1-GROUNDED-BASIC.22",""
"passed","Fri Oct 11 23:13:01 GMT 2024","Fri Oct 11 23:13:01 GMT 2024","1","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","00-LANG-CASE.05",""
"passed","Fri Oct 11 23:13:01 GMT 2024","Fri Oct 11 23:13:01 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.06",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","2","","QUICK","","QUICK","","D4-TYPE-PROP.16",""
"passed","Fri Oct 11 23:19:56 GMT 2024","Fri Oct 11 23:19:56 GMT 2024","2","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","STATES-SPACES.06",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","2","","QUICK","","QUICK","","C1-GROUNDED-BASIC.03",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","13","","QUICK","","QUICK","","D4-TYPE-PROP.03",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.12",""
"failed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","114","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.08",""
"passed","Fri Oct 11 23:13:01 GMT 2024","Fri Oct 11 23:13:01 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","03-SORING-VIA-INSERT.04",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B0-CHAINING-PRELIM.05",""
"passed","Fri Oct 11 23:13:01 GMT 2024","Fri Oct 11 23:13:01 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.15",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","2","","QUICK","","QUICK","","D1-GADT.10",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C1-GROUNDED-BASIC.19",""
"passed","Fri Oct 11 23:10:04 GMT 2024","Fri Oct 11 23:10:04 GMT 2024","3","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B0-CHAINING-PRELIM.04",""
"passed","Fri Oct 11 23:23:30 GMT 2024","Fri Oct 11 23:23:30 GMT 2024","2","","QUICK","","QUICK","","C1-GROUNDED-BASIC.19",""
